C,class_weight,gamma,kernel,probability,mean_test_balanced_accuracy,std_test_balanced_accuracy,mean_test_f1,std_test_f1,mean_test_f1_weighted,std_test_f1_weighted,mean_test_accuracy,std_test_accuracy,mean_fit_time,std_fit_time
1.0,balanced,auto,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,36.45010786056518,3.090730179290917
100.0,balanced,0.1,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,34.73487787246704,4.256037352787154
10.0,balanced,scale,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,34.85307793617248,2.4929296335243847
0.1,balanced,scale,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,37.23739094734192,7.20859255690398
10.0,balanced,auto,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,36.7096432685852,1.5107327953007328
0.1,balanced,auto,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,37.87066512107849,4.0093820227507
10.0,balanced,0.1,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,33.91258969306946,4.1447580414872895
1.0,balanced,0.1,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,39.569808053970334,5.466350470917872
0.1,balanced,0.1,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,70.79662294387818,4.9861575699208505
100.0,balanced,auto,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,34.62410759925842,4.251512446598646
1.0,balanced,scale,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,35.29535264968872,6.110732476032193
100.0,balanced,scale,rbf,True,0.9350594660214064,0.00406304134049496,0.48676924707483105,0.00765421329202722,0.9233130726625861,0.0025614788376765,0.8945396681507793,0.00366840615828904,35.899269580841064,1.9174262040136905
100.0,balanced,0.01,rbf,True,0.92058578181088,0.00417053105217678,0.42489238542362734,0.00790279413514022,0.9014069548976138,0.002815418894278,0.8695396681507793,0.0040465579166302406,41.73476457595825,4.629592837638536
10.0,balanced,0.01,rbf,True,0.9061120976003538,0.0041512387762328,0.39326597998233204,0.00755162580431402,0.8813617749833155,0.0031529126723020204,0.8445396681507793,0.00451171377949696,55.45788130760193,6.690680305041261
100.0,balanced,0.001,rbf,True,0.8522460282050874,0.0039915327255995794,0.2924635272602699,0.00355321326426816,0.8106554105617793,0.0027170839976669602,0.7345907693129915,0.00363732927178202,136.57285194396974,15.48438481233489
100.0,balanced,0.01,sigmoid,True,0.8512573000942577,0.00452566518820308,0.29266734058343413,0.00440976804701716,0.811816963649243,0.00414439775428904,0.7362063348174459,0.0056297772477279006,108.16569623947144,6.519583555888291
10.0,balanced,0.01,sigmoid,True,0.8512573000942577,0.00452566518820308,0.29266734058343413,0.00440976804701716,0.811816963649243,0.00414439775428904,0.7362063348174459,0.0056297772477279006,111.27651643753052,9.00767674023212
1.0,balanced,0.01,rbf,True,0.8489037825879739,0.02801969845659306,0.2972513457987499,0.0280108609608097,0.8031513040694238,0.03742654644370958,0.7284901723790613,0.04992652370946442,137.17820591926574,14.01012586857428
100.0,balanced,0.001,sigmoid,True,0.8367836158837314,0.0046909310374838005,0.2610385811760175,0.00437741558013708,0.7917720485437237,0.00453263487412252,0.7112063348174459,0.0061183147925382405,132.97107362747192,10.798313904453911
100.0,balanced,0.0001,sigmoid,True,0.8367836158837314,0.0046909310374838005,0.2610385811760175,0.00437741558013708,0.7917720485437237,0.00453263487412252,0.7112063348174459,0.0061183147925382405,138.7781069278717,3.5833494243620008
10.0,balanced,0.001,sigmoid,True,0.8367836158837314,0.0046909310374838005,0.2610385811760175,0.00437741558013708,0.7917720485437237,0.00453263487412252,0.7112063348174459,0.0061183147925382405,123.55381565093994,14.077087987009504
1.0,balanced,0.01,sigmoid,True,0.8367836158837314,0.0046909310374838005,0.2610385811760175,0.00437741558013708,0.7917720485437237,0.00453263487412252,0.7112063348174459,0.0061183147925382405,141.54655814170837,13.399050659374062
0.1,balanced,0.01,sigmoid,True,0.8367836158837314,0.0046909310374838005,0.2610385811760175,0.00437741558013708,0.7917720485437237,0.00453263487412252,0.7112063348174459,0.0061183147925382405,160.588774394989,28.386719518863664
10.0,balanced,0.1,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,72.66884298324585,5.298707654256531
1.0,balanced,auto,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,735.7403901100158,40.60155664782084
1.0,balanced,0.1,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,73.01619868278503,7.897159559866485
10.0,balanced,scale,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,96.73218221664428,15.489406849723334
10.0,balanced,auto,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,3925.869466352463,196.6067558371905
0.1,balanced,scale,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,75.82782392501831,4.281932370878566
1.0,balanced,scale,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,74.75198860168457,10.122283120751678
0.1,balanced,auto,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,134.4389645576477,10.94391781256796
100.0,balanced,0.01,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,83.84521994590759,10.631878488069322
0.1,balanced,0.1,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,88.7932291984558,9.1001793935594
100.0,balanced,0.1,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,149.14861278533937,6.569780258479198
100.0,balanced,auto,poly,True,0.822309931673205,0.00551849859687334,0.24184924287265028,0.0048499960880868595,0.7705343777794482,0.00553469791545772,0.6862063348174459,0.007161010976084519,21853.9559946537,1549.3754668202776
100.0,balanced,0.001,linear,True,0.8198299150628371,0.022827939062135483,0.24725545093833512,0.01863820480468962,0.7654390056621311,0.03435801859583904,0.6778524253524253,0.043414248612521425,601.1848747253418,83.23588657695106
100.0,balanced,0.01,linear,True,0.8198299150628371,0.022827939062135483,0.24725545093833512,0.01863820480468962,0.7654390056621311,0.03435801859583904,0.6778524253524253,0.043414248612521425,625.7077960968018,78.05282933285673
100.0,balanced,0.1,linear,True,0.8198299150628371,0.022827939062135483,0.24725545093833512,0.01863820480468962,0.7654390056621311,0.03435801859583904,0.6778524253524253,0.043414248612521425,602.7959003448486,77.44033034851499
100.0,balanced,auto,linear,True,0.8198299150628371,0.022827939062135483,0.24725545093833512,0.01863820480468962,0.7654390056621311,0.03435801859583904,0.6778524253524253,0.043414248612521425,623.4422738552094,86.68623853830736
100.0,balanced,scale,linear,True,0.8198299150628371,0.022827939062135483,0.24725545093833512,0.01863820480468962,0.7654390056621311,0.03435801859583904,0.6778524253524253,0.043414248612521425,622.4098903179168,89.02250736337025
100.0,balanced,0.0001,linear,True,0.8198299150628371,0.022827939062135483,0.24725545093833512,0.01863820480468962,0.7654390056621311,0.03435801859583904,0.6778524253524253,0.043414248612521425,579.0764996528626,72.53931656095381
10.0,balanced,0.001,linear,True,0.8170801926337384,0.01782114665663876,0.24487502084172913,0.014919361692379698,0.7597685414794165,0.02617737853197774,0.6708462525129192,0.033171422906389345,132.6267957210541,15.5622112574621
10.0,balanced,0.1,linear,True,0.8170801926337384,0.01782114665663876,0.24487502084172913,0.014919361692379698,0.7597685414794165,0.02617737853197774,0.6708462525129192,0.033171422906389345,137.0774480342865,9.130980126430371
10.0,balanced,0.0001,linear,True,0.8170801926337384,0.01782114665663876,0.24487502084172913,0.014919361692379698,0.7597685414794165,0.02617737853197774,0.6708462525129192,0.033171422906389345,129.68108191490174,11.747759603813408
10.0,balanced,auto,linear,True,0.8170801926337384,0.01782114665663876,0.24487502084172913,0.014919361692379698,0.7597685414794165,0.02617737853197774,0.6708462525129192,0.033171422906389345,134.5969509601593,27.739132514013555
10.0,balanced,scale,linear,True,0.8170801926337384,0.01782114665663876,0.24487502084172913,0.014919361692379698,0.7597685414794165,0.02617737853197774,0.6708462525129192,0.033171422906389345,131.301451921463,21.762101949569484
10.0,balanced,0.01,linear,True,0.8170801926337384,0.01782114665663876,0.24487502084172913,0.014919361692379698,0.7597685414794165,0.02617737853197774,0.6708462525129192,0.033171422906389345,134.9452965259552,14.41714500368488
100.0,balanced,scale,poly,True,0.8135526217316846,0.00976437828591146,0.23403183081796536,0.00883381895978222,0.7558886534747801,0.01569719590039868,0.6710800721911833,0.01742208480303178,620.0581146240235,84.81804240171623
10.0,balanced,0.0001,sigmoid,True,0.8096480662305818,0.025711230298562305,0.2392183074361604,0.021290258080504897,0.7497817908644976,0.039650025413605815,0.6581199150643595,0.05008249763791843,161.6064467906952,11.055901285192338
1.0,balanced,scale,linear,True,0.8037419492073358,0.02037198566150154,0.23652921804289334,0.014099245148690797,0.7386174721200804,0.02850982111397804,0.6441148049481382,0.03591733405440352,101.44499111175536,5.690418382148698
1.0,balanced,auto,linear,True,0.8037419492073358,0.02037198566150154,0.23652921804289334,0.014099245148690797,0.7386174721200804,0.02850982111397804,0.6441148049481382,0.03591733405440352,104.26682071685792,15.059389377399164
1.0,balanced,0.1,linear,True,0.8037419492073358,0.02037198566150154,0.23652921804289334,0.014099245148690797,0.7386174721200804,0.02850982111397804,0.6441148049481382,0.03591733405440352,97.84703330993652,15.645492838657868
1.0,balanced,0.01,linear,True,0.8037419492073358,0.02037198566150154,0.23652921804289334,0.014099245148690797,0.7386174721200804,0.02850982111397804,0.6441148049481382,0.03591733405440352,102.57428646087646,10.0666603064969
1.0,balanced,0.001,linear,True,0.8037419492073358,0.02037198566150154,0.23652921804289334,0.014099245148690797,0.7386174721200804,0.02850982111397804,0.6441148049481382,0.03591733405440352,102.9370415687561,11.913109361404995
1.0,balanced,0.0001,linear,True,0.8037419492073358,0.02037198566150154,0.23652921804289334,0.014099245148690797,0.7386174721200804,0.02850982111397804,0.6441148049481382,0.03591733405440352,102.53003740310668,5.878541841713578
0.1,balanced,0.0001,linear,True,0.8022045189591459,0.032131878511468204,0.23574045597039786,0.0238371497200531,0.7384713207648348,0.0488281509753806,0.6437650107094551,0.06148350401085249,102.04085154533388,13.166878247522105
0.1,balanced,0.1,linear,True,0.8022045189591459,0.032131878511468204,0.23574045597039786,0.0238371497200531,0.7384713207648348,0.0488281509753806,0.6437650107094551,0.06148350401085249,101.94466347694396,5.152197205616869
0.1,balanced,auto,linear,True,0.8022045189591459,0.032131878511468204,0.23574045597039786,0.0238371497200531,0.7384713207648348,0.0488281509753806,0.6437650107094551,0.06148350401085249,101.8881856918335,8.65118533832625
0.1,balanced,scale,linear,True,0.8022045189591459,0.032131878511468204,0.23574045597039786,0.0238371497200531,0.7384713207648348,0.0488281509753806,0.6437650107094551,0.06148350401085249,97.92505650520324,8.697556050378909
0.1,balanced,0.01,linear,True,0.8022045189591459,0.032131878511468204,0.23574045597039786,0.0238371497200531,0.7384713207648348,0.0488281509753806,0.6437650107094551,0.06148350401085249,98.06743445396424,10.463382838519513
0.1,balanced,0.001,linear,True,0.8022045189591459,0.032131878511468204,0.23574045597039786,0.0238371497200531,0.7384713207648348,0.0488281509753806,0.6437650107094551,0.06148350401085249,101.11353511810304,12.694729919256927
1.0,balanced,0.001,sigmoid,True,0.7995021838776408,0.03366011386061246,0.233602652032387,0.025608171392393197,0.7341554385275664,0.05194091422971938,0.6383763253207697,0.06555079211535123,160.48041076660155,12.076948237907375
1.0,balanced,0.0001,rbf,True,0.7694544069402478,0.00435753473547356,0.21117050761804146,0.00288521405205836,0.6863849579570205,0.00429496290975234,0.5782022195911085,0.0049919832103504595,192.11021728515624,18.07481549815408
100.0,balanced,0.0001,rbf,True,0.7694544069402478,0.00435753473547356,0.21117050761804146,0.00288521405205836,0.6863849579570205,0.00429496290975234,0.5782022195911085,0.0049919832103504595,135.7935478210449,7.545118847066536
0.1,balanced,0.01,rbf,True,0.7694544069402478,0.00435753473547356,0.21117050761804146,0.00288521405205836,0.6863849579570205,0.00429496290975234,0.5782022195911085,0.0049919832103504595,150.81271390914918,11.472602744782703
1.0,balanced,0.001,rbf,True,0.7694544069402478,0.00435753473547356,0.21117050761804146,0.00288521405205836,0.6863849579570205,0.00429496290975234,0.5782022195911085,0.0049919832103504595,151.27443342208863,12.522462563918424
10.0,balanced,0.001,rbf,True,0.7694544069402478,0.00435753473547356,0.21117050761804146,0.00288521405205836,0.6863849579570205,0.00429496290975234,0.5782022195911085,0.0049919832103504595,129.56601724624633,13.168077209926992
0.1,balanced,0.001,rbf,True,0.7694544069402478,0.00435753473547356,0.21117050761804146,0.00288521405205836,0.6863849579570205,0.00429496290975234,0.5782022195911085,0.0049919832103504595,205.5542140007019,4.53828313482213
10.0,balanced,0.0001,rbf,True,0.7694544069402478,0.00435753473547356,0.21117050761804146,0.00288521405205836,0.6863849579570205,0.00429496290975234,0.5782022195911085,0.0049919832103504595,128.9970242500305,17.169390091734236
0.1,balanced,0.001,sigmoid,True,0.7549807227297215,0.0051851022948631005,0.1919811693146742,0.00335779456000814,0.6651472871927451,0.005297025951087541,0.5532022195911084,0.00603467939389674,233.4016969203949,5.540878343750975
1.0,balanced,0.0001,sigmoid,True,0.7549807227297215,0.0051851022948631005,0.1919811693146742,0.00335779456000814,0.6651472871927451,0.005297025951087541,0.5532022195911084,0.00603467939389674,214.7089910507202,21.07915471174209
1.0,balanced,0.01,poly,True,0.7549807227297215,0.0051851022948631005,0.1919811693146742,0.00335779456000814,0.6651472871927451,0.005297025951087541,0.5532022195911084,0.00603467939389674,144.97271943092346,12.552474746614568
10.0,balanced,0.01,poly,True,0.7549807227297215,0.0051851022948631005,0.1919811693146742,0.00335779456000814,0.6651472871927451,0.005297025951087541,0.5532022195911084,0.00603467939389674,96.39353432655336,6.865265937595726
0.1,balanced,0.1,sigmoid,True,0.7481568669072229,0.0042732332374929,0.1844393017279755,0.00233727542891458,0.6447443150280521,0.006666092879960279,0.5324184560295672,0.00731365946460842,179.14010667800903,6.684398485543333
1.0,balanced,0.1,sigmoid,True,0.7481568669072229,0.0042732332374929,0.1844393017279755,0.00233727542891458,0.6447443150280521,0.006666092879960279,0.5324184560295672,0.00731365946460842,160.74010243415833,16.32303347103934
10.0,balanced,0.1,sigmoid,True,0.7481568669072229,0.0042732332374929,0.1844393017279755,0.00233727542891458,0.6447443150280521,0.006666092879960279,0.5324184560295672,0.00731365946460842,141.7532662391663,17.744870989388097
100.0,balanced,0.1,sigmoid,True,0.7481568669072229,0.0042732332374929,0.1844393017279755,0.00233727542891458,0.6447443150280521,0.006666092879960279,0.5324184560295672,0.00731365946460842,161.50211582183837,15.483927620088473
100.0,balanced,0.001,poly,True,0.6724291169173867,0.0039037139165928,0.15259029057905785,0.00214096145016794,0.5098268563440763,0.00529045709369932,0.39507464757464755,0.00501536348933076,181.9827826976776,15.56507271523953
0.1,balanced,0.01,poly,True,0.6724291169173867,0.0039037139165928,0.15259029057905785,0.00214096145016794,0.5098268563440763,0.00529045709369932,0.39507464757464755,0.00501536348933076,186.4202656269073,13.053426760554384
0.1,balanced,0.0001,rbf,True,0.5755857361482984,0.01676655527984398,0.125079760867649,0.01530912513921536,0.5056292349845103,0.13872005059131856,0.4638503677392566,0.12496279985921463,273.3577009677887,11.548312976920007
0.1,balanced,0.0001,sigmoid,True,0.5311162022703819,0.00293635761278086,0.10457489278528583,0.015169421470091779,0.5718422417058093,0.1517937887325847,0.5657914205136427,0.14946629977489884,271.05276265144346,37.13564605486535
10.0,balanced,0.001,poly,True,0.530214424951267,0.037006120393600475,0.07442868794281296,0.06899556529514626,0.5792744420253731,0.08223154738593516,0.6059837384837385,0.07394463224428838,181.725506067276,11.700473143209733
0.1,balanced,0.001,poly,True,0.5192982456140351,0.0021020230824746198,0.08239205544165006,0.014114397230655959,0.5372613912307556,0.15101623854164714,0.5491247538469761,0.14792857826281264,202.14884281158447,12.349795370097851
0.1,balanced,0.0001,poly,True,0.5192982456140351,0.0021020230824746198,0.08239205544165006,0.014114397230655959,0.5372613912307556,0.15101623854164714,0.5491247538469761,0.14792857826281264,205.70799341201783,19.042731549797978
1.0,balanced,0.0001,poly,True,0.5,0.0,0.01649240108274538,3.782312726634e-05,0.727892625189921,3.3749476763648056e-05,0.7592482106370995,4.115226337448e-05,196.5195345878601,21.375661142724763
100.0,balanced,0.0001,poly,True,0.5,0.0,0.0161136094674556,0.01302721893491122,0.727555747181905,0.14933540017171065,0.7588366880033547,0.14641975308641975,200.64492139816284,17.54322603828263
1.0,balanced,0.001,poly,True,0.5,0.0,0.01649240108274538,3.782312726634e-05,0.727892625189921,3.3749476763648056e-05,0.7592482106370995,4.115226337448e-05,205.68544883728023,11.99349052876988
10.0,balanced,0.0001,poly,True,0.5,0.0,0.02332162282657152,0.0063999999999999795,0.5731907015469229,0.07476878021643098,0.6061857586857587,0.07333333333333333,199.72819204330443,14.675788543460587
10.0,balanced,scale,sigmoid,True,0.3263790440550539,0.03670937127739056,0.07786479039331085,0.0067991819468557185,0.1457861672109498,0.02111261225057488,0.11976413504191279,0.009511482607256021,312.48581233024595,18.91666853869224
100.0,balanced,scale,sigmoid,True,0.2579998327892271,0.07127189506806901,0.07054316756673928,0.013199181946855699,0.18445052593489314,0.03692156085059554,0.13872164872164866,0.015568035029645422,347.0480017185211,20.66396406561562
100.0,balanced,auto,sigmoid,True,0.2533319074180822,0.0030322339640104197,0.0377534582271668,0.0012695048643778998,0.13109845738255782,0.0031967991815716615,0.09714757464757459,0.00221703207735966,349.35844564437866,27.291780018070515
0.1,balanced,scale,sigmoid,True,0.24073198523152448,0.03693581937066262,0.0673431675667393,0.0067991819468557185,0.19319218312540182,0.021771486155243457,0.14229160756938533,0.0099521439609219,351.0890675067902,19.12429893049652
10.0,balanced,auto,sigmoid,True,0.23471237738838718,0.037936556105110916,0.029056122771832643,0.007631588300566479,0.13422605037546828,0.02124693664149028,0.0947641350419128,0.009709822245835761,294.5997124195099,37.36996236697746
1.0,balanced,scale,sigmoid,True,0.1710808848557864,0.0027587880992317,0.05454316756673931,0.00039918194685574,0.22647960108592588,0.005820997200939241,0.1554603318492207,0.00382483659610688,306.7317899703979,66.31739718906776
0.1,balanced,auto,sigmoid,True,0.14906531856485777,0.03816300419838298,0.0185344999452611,0.007631588300566479,0.18163206628992026,0.02190581054615886,0.11729160756938532,0.010150483599501641,352.95771250724795,34.4858217684718
1.0,balanced,auto,sigmoid,True,0.07941421818911971,0.003985972926952059,0.00573449994526112,0.0012315883005665,0.21491948425044435,0.0059553215918546395,0.1304603318492207,0.00402317623468662,333.7446884155273,28.314205930354337
